site,date,year,death,yll,pop,tm,rh,tmax,tmin,PM10,dow,t
LocationM,2016-6-6,2016,6,99.92936,388799,21.55785,90.49103,27.39881,19.56386,23.51054,2,2714
LocationM,2016-6-7,2016,7,145.9478,388799,23.04096,93.92118,26.86677,21.34142,29.00227,3,2715
LocationM,2016-6-8,2016,9,107.5208,388799,22.79824,90.09712,26.68018,22.20046,30.27758,4,2716
LocationM,2016-6-9,2016,8,102.8332,388799,22.48013,94.08875,24.63834,20.84963,29.7638,5,2717
LocationM,2016-6-10,2016,4,48.63353,388799,22.89475,92.5354,28.6693,20.90953,29.05981,6,2718
LocationM,2016-6-11,2016,9,111.506,388799,24.12999,79.97653,27.91623,22.89491,27.28137,7,2719
LocationM,2016-6-12,2016,11,200.2398,388799,22.6792,56.31414,25.64281,20.52285,14.03665,1,2720
LocationM,2016-6-13,2016,7,116.2417,388799,22.26548,93.89045,26.47294,20.22839,19.76614,2,2721
LocationM,2016-6-14,2016,10,118.3928,388799,23.34144,88.93191,30.29594,20.69418,26.04071,3,2722
LocationM,2016-6-15,2016,9,103.0175,388799,25.07962,87.93612,32.63385,22.80307,38.3547,4,2723
LocationM,2016-6-16,2016,8,139.362,388799,21.18396,85.27573,23.93287,20.80149,51.19679,5,2724
LocationM,2016-6-17,2016,4,30.49531,388799,22.48631,89.20095,28.53229,20.40479,29.00948,6,2725
LocationM,2016-6-18,2016,6,71.35092,388799,23.91355,91.17098,28.44837,22.18429,21.75968,7,2726
LocationM,2016-6-19,2016,10,104.4865,388799,25.52514,77.83676,29.33896,23.75459,28.0738,1,2727
LocationM,2016-6-20,2016,8,82.89619,388799,25.08445,93.04282,29.13183,23.96426,26.86101,2,2728
LocationM,2016-6-21,2016,4,89.83686,388799,26.78336,82.83781,34.88945,23.7249,25.49764,3,2729
LocationM,2016-6-22,2016,3,24.98606,388799,27.34839,88.70692,33.57894,25.4286,43.08332,4,2730
LocationM,2016-6-23,2016,7,50.38647,388799,28.23313,83.6828,34.05168,25.67716,46.70506,5,2731
LocationM,2016-6-24,2016,10,141.026,388799,28.02128,81.34683,34.31753,24.55569,36.53554,6,2732
LocationM,2016-6-25,2016,5,79.993,388799,20.5095,89.42025,24.40984,19.69226,27.12372,7,2733
LocationM,2016-6-26,2016,12,189.8031,388799,19.39471,67.08467,20.73014,18.89766,13.67992,1,2734
LocationM,2016-6-27,2016,6,111.2114,388799,23.09207,95.36604,27.77278,19.83435,24.97231,2,2735
LocationM,2016-6-28,2016,10,96.10345,388799,25.07067,85.85472,28.97694,23.05145,36.60854,3,2736
LocationM,2016-6-29,2016,9,120.9704,388799,22.67679,70.58217,25.68219,22.19273,29.43003,4,2737
LocationM,2016-6-30,2016,8,120.3219,388799,26.39288,83.12961,32.60399,22.35224,23.96813,5,2738
LocationM,2016-7-1,2016,7,110.9408,388799,27.21072,85.25358,31.92384,25.74098,26.52629,6,2739
LocationM,2016-7-2,2016,4,76.59326,388799,27.995,88.13295,30.89011,24.94599,35.20999,7,2740
LocationM,2016-7-3,2016,4,88.45615,388799,27.58454,87.98758,31.02708,24.65752,20.80921,1,2741
LocationM,2016-7-4,2016,12,226.476,388799,27.80598,84.48039,34.41812,26.46259,24.01945,2,2742
LocationM,2016-7-5,2016,10,118.4377,388799,28.32231,81.36231,34.58267,25.88544,21.74992,3,2743
LocationM,2016-7-6,2016,7,92.61927,388799,28.44937,89.31297,33.26492,25.2792,26.70109,4,2744
LocationM,2016-7-7,2016,4,80.48546,388799,28.47204,90.50102,31.58236,26.10253,21.77366,5,2745
LocationM,2016-7-8,2016,7,109.9935,388799,27.33594,91.84429,29.84823,25.31925,18.73752,6,2746
LocationM,2016-7-9,2016,7,118.6166,388799,26.24465,96.30189,28.87797,25.43085,22.90133,7,2747
LocationM,2016-7-10,2016,7,105.6944,388799,26.96118,96.23254,29.04663,25.58322,29.15924,1,2748
LocationM,2016-7-11,2016,4,65.65318,388799,27.18036,93.57092,30.49286,25.46902,28.80986,2,2749
LocationM,2016-7-12,2016,6,102.4527,388799,27.95677,87.57926,32.44413,26.33418,29.29065,3,2750
LocationM,2016-7-13,2016,6,118.8646,388799,28.80964,86.50201,34.65688,26.51893,41.87179,4,2751
LocationM,2016-7-14,2016,8,133.4436,388799,28.87427,90.69619,33.20202,26.90121,44.81971,5,2752
LocationM,2016-7-15,2016,5,59.24241,388799,29.51698,85.57998,35.95912,26.93153,39.64357,6,2753
LocationM,2016-7-16,2016,7,96.88416,388799,26.15964,91.25202,32.77231,24.95559,41.10555,7,2754
LocationM,2016-7-17,2016,7,157.8252,388799,26.85805,89.46107,31.63093,24.71602,35.54846,1,2755
LocationM,2016-7-18,2016,5,50.2829,388799,27.30063,90.06942,32.10159,25.33667,23.01828,2,2756
LocationM,2016-7-19,2016,1,10.23672,388799,27.45221,89.66007,32.93417,25.01564,33.48697,3,2757
LocationM,2016-7-20,2016,6,59.17975,388799,27.86833,87.94141,35.2452,26.17774,34.11623,4,2758
LocationM,2016-7-21,2016,14,172.5327,388799,29.27588,82.78418,36.99984,27.50753,45.94964,5,2759
LocationM,2016-7-22,2016,10,111.0408,388799,29.93776,80.679,37.18886,28.32335,54.0601,6,2760
LocationM,2016-7-23,2016,5,48.06779,388799,29.0661,84.93163,36.14702,27.88735,50.51186,7,2761
LocationM,2016-7-24,2016,3,51.18338,388799,28.57529,86.91267,35.35411,27.82797,40.40501,1,2762
LocationM,2016-7-25,2016,6,61.52492,388799,28.38897,85.98748,34.42183,27.00203,28.85692,2,2763
LocationM,2016-7-26,2016,4,48.39623,388799,28.69782,83.22254,35.94886,27.5418,29.31997,3,2764
LocationM,2016-7-27,2016,7,84.61358,388799,29.39229,82.35406,37.20692,28.40474,45.41671,4,2765
LocationM,2016-7-28,2016,7,90.0677,388799,30.47213,79.70666,37.10083,27.53037,70.58749,5,2766
LocationM,2016-7-29,2016,8,81.02108,388799,29.35669,88.14771,36.1895,27.71087,50.87247,6,2767
LocationM,2016-7-30,2016,4,87.31358,388799,29.07761,87.06315,34.30713,27.57086,30.95933,7,2768
LocationM,2016-7-31,2016,4,74.40705,388799,29.17052,81.92314,33.40054,27.74321,21.36795,1,2769
LocationM,2016-8-1,2016,9,178.4315,388799,28.98664,87.19351,33.36559,26.71621,23.50138,2,2770
LocationM,2016-8-2,2016,7,140.5682,388799,28.95152,88.73404,34.0863,27.85274,24.60601,3,2771
LocationM,2016-8-3,2016,7,124.9581,388799,27.06453,90.71693,32.17183,24.50985,23.17987,4,2772
LocationM,2016-8-4,2016,3,31.30218,388799,27.53222,87.20952,33.30309,25.41847,48.90122,5,2773
LocationM,2016-8-5,2016,7,49.75039,388799,28.65786,85.35777,33.57065,26.1285,36.64575,6,2774
LocationM,2016-8-6,2016,6,61.82327,388799,28.68147,86.23601,31.53965,26.68939,25.31455,7,2775
LocationM,2016-8-7,2016,6,72.13096,388799,28.82119,79.66564,32.58822,26.49953,18.8103,1,2776
LocationM,2016-8-8,2016,10,126.4774,388799,28.16443,84.48308,32.15739,25.833,19.59557,2,2777
LocationM,2016-8-9,2016,4,59.48149,388799,27.75163,93.00567,30.04126,25.3912,17.93043,3,2778
LocationM,2016-8-10,2016,6,66.14419,388799,28.77837,90.94745,32.49615,26.41449,21.09911,4,2779
LocationM,2016-8-11,2016,6,126.5852,388799,28.552,88.89717,31.88422,26.38203,24.87698,5,2780
LocationM,2016-8-12,2016,6,155.1846,388799,29.20835,88.63471,32.87432,27.02436,19.46202,6,2781
LocationM,2016-8-13,2016,10,129.8345,388799,29.26124,87.54927,32.96589,27.24191,23.01062,7,2782
LocationM,2016-8-14,2016,6,140.9757,388799,29.01861,81.80177,32.95028,26.55475,20.20811,1,2783
LocationM,2016-8-15,2016,6,52.66337,388799,29.17668,83.55263,33.99721,26.75382,21.32306,2,2784
LocationM,2016-8-16,2016,6,56.55388,388799,29.38987,83.41301,33.67645,27.11218,27.81219,3,2785
LocationM,2016-8-17,2016,4,31.35954,388799,29.19343,80.1305,33.56979,27.27642,24.13449,4,2786
LocationM,2016-8-18,2016,2,10.01973,388799,29.45255,82.56784,34.72941,27.44643,20.14882,5,2787
LocationM,2016-8-19,2016,11,146.5121,388799,29.91641,82.26394,35.62762,28.13555,20.98063,6,2788
LocationM,2016-8-20,2016,2,34.68936,388799,29.87828,82.92936,35.74846,28.3855,37.40564,7,2789
LocationM,2016-8-21,2016,6,90.92012,388799,29.49502,82.82455,34.14979,27.59579,35.16583,1,2790
LocationM,2016-8-22,2016,6,41.63382,388799,29.42128,79.26273,34.0824,27.0218,32.11653,2,2791
LocationM,2016-8-23,2016,6,72.94097,388799,28.89158,81.99065,33.23189,26.75274,37.73677,3,2792
LocationM,2016-8-24,2016,5,49.27419,388799,28.42032,75.82382,33.50035,25.41516,27.71688,4,2793
LocationM,2016-8-25,2016,5,41.60587,388799,28.68967,84.84882,33.58661,25.18234,37.77275,5,2794
LocationM,2016-8-26,2016,6,121.3316,388799,28.71089,82.25014,32.7146,26.1814,29.36415,6,2795
LocationM,2016-8-27,2016,2,27.41913,388799,26.97394,73.3251,29.57809,24.84351,31.88146,7,2796
LocationM,2016-8-28,2016,9,123.9246,388799,26.19359,58.95863,29.85513,22.99137,38.17294,1,2797
LocationM,2016-8-29,2016,6,69.20027,388799,26.14621,56.79303,29.90736,22.14565,37.6209,2,2798
LocationM,2016-8-30,2016,7,119.9322,388799,25.48424,58.03158,30.42134,21.77112,53.97933,3,2799
LocationM,2016-8-31,2016,6,98.6544,388799,26.27971,61.79371,31.89022,20.94781,55.96375,4,2800
LocationM,2016-9-1,2016,9,140.6717,388799,26.70038,68.74796,30.31276,23.67675,73.19873,5,2801
LocationM,2016-9-2,2016,6,92.6968,388799,26.20004,75.60551,32.45759,22.51985,54.94002,6,2802
LocationM,2016-9-3,2016,7,93.22044,388799,26.2786,81.19242,31.4536,22.03361,52.19912,7,2803
LocationM,2016-9-4,2016,7,148.6576,388799,25.33057,92.48693,29.1391,22.21183,27.95617,1,2804
LocationM,2016-9-5,2016,7,109.4763,388799,26.63957,87.64915,30.24928,24.7084,31.60211,2,2805
LocationM,2016-9-6,2016,8,170.1578,388799,26.24089,80.79006,27.65369,23.7639,41.13338,3,2806
LocationM,2016-9-7,2016,7,144.2642,388799,23.31114,92.22937,24.10267,20.98588,45.30946,4,2807
LocationM,2016-9-8,2016,3,35.95738,388799,24.46119,82.12765,28.23682,20.60799,33.27733,5,2808
LocationM,2016-9-9,2016,4,45.88837,388799,25.41421,76.46934,29.80151,21.33396,51.56026,6,2809
LocationM,2016-9-10,2016,0,0,388799,25.02632,81.5505,28.06041,23.72273,44.25668,7,2810
LocationM,2016-9-11,2016,11,109.9371,388799,22.53009,84.12315,25.07688,19.55397,38.97447,1,2811
LocationM,2016-9-12,2016,5,39.46836,388799,23.47156,80.84729,26.94134,19.56787,26.4149,2,2812
LocationM,2016-9-13,2016,7,105.524,388799,24.43605,83.7736,26.03728,21.75793,25.94631,3,2813
LocationM,2016-9-14,2016,7,86.62151,388799,24.56956,79.14554,24.99022,20.62759,17.78589,4,2814
LocationM,2016-9-15,2016,8,96.03844,388799,25.04866,87.30737,25.29812,22.64552,13.04392,5,2815
LocationM,2016-9-16,2016,9,94.29147,388799,26.4312,93.33771,28.55354,22.8369,19.76133,6,2816
LocationM,2016-9-17,2016,5,71.2215,388799,24.46367,89.37741,26.82421,22.31893,21.68655,7,2817
LocationM,2016-9-18,2016,9,65.81025,388799,24.06556,82.13863,26.42562,22.44436,31.05728,1,2818
LocationM,2016-9-19,2016,8,68.20476,388799,23.37839,79.41897,26.11034,22.01171,29.25675,2,2819
LocationM,2016-9-20,2016,3,39.05313,388799,22.45739,73.66103,26.11716,19.61251,29.079,3,2820
LocationM,2016-9-21,2016,11,158.5308,388799,22.86179,74.58366,26.26646,19.2847,24.47554,4,2821
LocationM,2016-9-22,2016,8,102.8661,388799,22.99257,76.43552,27.1159,20.46937,29.54525,5,2822
LocationM,2016-9-23,2016,13,201.7821,388799,22.82543,75.91752,27.32173,20.5995,33.31041,6,2823
LocationM,2016-9-24,2016,4,38.76312,388799,22.96617,78.87524,27.51473,20.41466,42.91284,7,2824
LocationM,2016-9-25,2016,7,73.60301,388799,23.78579,85.73588,28.52229,20.31485,36.29714,1,2825
LocationM,2016-9-26,2016,13,160.9314,388799,24.77523,93.99586,28.37327,21.32402,30.222,2,2826
LocationM,2016-9-27,2016,6,85.81683,388799,25.86976,96.57547,28.33664,24.52617,26.30172,3,2827
LocationM,2016-9-28,2016,10,128.4379,388799,26.15417,82.09908,27.23736,24.33506,25.26719,4,2828
LocationM,2016-9-29,2016,6,82.03597,388799,24.40917,93.03586,25.38003,22.46406,19.48474,5,2829
LocationM,2016-9-30,2016,4,39.92802,388799,25.94176,88.98534,27.45663,22.03841,52.81971,6,2830
LocationM,2016-10-1,2016,7,64.68635,388799,26.60186,90.44904,29.89218,23.34972,28.33405,7,2831
LocationM,2016-10-2,2016,11,115.278,388799,26.7982,88.24589,32.89333,24.20981,21.85068,1,2832
LocationM,2016-10-3,2016,10,111.5475,388799,23.73387,92.54303,26.53202,22.27058,38.3428,2,2833
LocationM,2016-10-4,2016,4,24.06414,388799,22.95678,91.92104,24.83258,21.01448,17.66908,3,2834
LocationM,2016-10-5,2016,5,62.85215,388799,23.84066,89.0325,27.24868,22.06851,41.95658,4,2835
LocationM,2016-10-6,2016,10,137.461,388799,23.52484,80.47498,25.1579,21.38445,38.79525,5,2836
LocationM,2016-10-7,2016,7,169.3848,388799,23.95814,89.54032,24.24666,20.07729,29.76829,6,2837
LocationM,2016-10-8,2016,3,38.85344,388799,21.64388,90.66425,23.08661,18.18543,21.64436,7,2838
LocationM,2016-10-9,2016,9,143.4165,388799,19.62526,65.29806,21.56101,16.32473,29.23542,1,2839
LocationM,2016-10-10,2016,2,20.88539,388799,20.30482,65.47068,22.49478,15.41311,27.42702,2,2840
LocationM,2016-10-11,2016,4,43.98473,388799,21.10075,70.37853,23.56004,17.39828,27.33327,3,2841
LocationM,2016-10-12,2016,7,127.0812,388799,21.28649,65.49543,23.0308,19.34648,35.5255,4,2842
LocationM,2016-10-13,2016,10,111.7824,388799,21.32201,70.38201,22.82282,19.52515,47.99179,5,2843
LocationM,2016-10-14,2016,11,107.1495,388799,21.29646,80.1197,22.57202,19.02185,29.46519,6,2844
LocationM,2016-10-15,2016,7,47.46197,388799,22.79212,77.34336,23.26385,20.24408,32.66658,7,2845
LocationM,2016-10-16,2016,13,133.0592,388799,23.72352,90.76001,27.57055,21.27457,58.45643,1,2846
LocationM,2016-10-17,2016,10,121.8339,388799,21.70547,81.24377,23.67034,20.33236,47.55983,2,2847
LocationM,2016-10-18,2016,6,65.04258,388799,21.8013,79.41575,23.95141,20.23381,26.3195,3,2848
LocationM,2016-10-19,2016,6,73.2201,388799,21.47167,91.67128,22.44128,19.60276,48.26383,4,2849
LocationM,2016-10-20,2016,3,23.57866,388799,22.62009,89.76611,23.16491,20.88412,35.10688,5,2850
LocationM,2016-10-21,2016,8,130.7254,388799,23.95273,97.26943,24.31197,20.87471,29.78692,6,2851
LocationM,2016-10-22,2016,10,178.4489,388799,23.24695,98.52045,23.79875,21.91791,22.46407,7,2852
LocationM,2016-10-23,2016,9,104.7323,388799,20.79557,91.29919,23.20991,20.01786,26.87171,1,2853
LocationM,2016-10-24,2016,5,52.07919,388799,22.06819,85.2906,25.2518,19.29942,25.43672,2,2854
LocationM,2016-10-25,2016,7,102.7892,388799,21.48463,87.71077,24.84826,19.19746,52.24007,3,2855
LocationM,2016-10-26,2016,7,51.23836,388799,22.41721,91.0564,27.61475,18.73526,34.92361,4,2856
LocationM,2016-10-27,2016,9,172.0865,388799,21.96683,96.19156,23.37587,19.32914,28.17849,5,2857
LocationM,2016-10-28,2016,8,106.1975,388799,19.65336,91.98499,22.67998,15.8104,38.25099,6,2858
LocationM,2016-10-29,2016,5,40.8907,388799,16.0678,74.02772,16.60775,14.40248,26.06463,7,2859
LocationM,2016-10-30,2016,4,55.78918,388799,16.43999,66.99323,18.5192,13.68636,31.96966,1,2860
LocationM,2016-10-31,2016,2,35.72457,388799,16.0246,84.72362,17.7498,15.07465,29.57348,2,2861
LocationM,2016-11-1,2016,12,154.0089,388799,14.60609,70.91561,16.117,12.33821,23.38621,3,2862
LocationM,2016-11-2,2016,5,56.69198,388799,13.69679,69.22728,16.71825,9.401306,31.57532,4,2863
LocationM,2016-11-3,2016,6,78.33099,388799,13.99295,67.53949,18.29541,9.104716,64.21722,5,2864
LocationM,2016-11-4,2016,3,53.18158,388799,15.97363,71.14848,21.35058,10.35839,58.92216,6,2865
LocationM,2016-11-5,2016,5,68.70047,388799,18.35344,80.43924,24.35609,12.95296,54.52178,7,2866
LocationM,2016-11-6,2016,9,193.2216,388799,19.17612,89.31771,23.54663,14.12088,48.44599,1,2867
LocationM,2016-11-7,2016,8,92.38096,388799,20.19882,90.00566,23.78691,16.77167,35.9778,2,2868
LocationM,2016-11-8,2016,5,33.23542,388799,14.8313,81.25922,19.90597,11.91765,31.27958,3,2869
LocationM,2016-11-9,2016,13,217.4608,388799,13.28777,66.90133,13.23098,11.02502,25.74119,4,2870
LocationM,2016-11-10,2016,7,71.3173,388799,12.48171,74.16193,14.15983,9.711165,53.59629,5,2871
LocationM,2016-11-11,2016,8,125.0025,388799,13.06909,76.79746,18.59141,7.864179,47.60772,6,2872
LocationM,2016-11-12,2016,4,43.90026,388799,17.568,76.84746,20.66934,12.03809,50.44961,7,2873
LocationM,2016-11-13,2016,10,136.6441,388799,18.61439,85.86745,21.28216,16.44263,68.87089,1,2874
LocationM,2016-11-14,2016,11,166.1322,388799,17.79377,84.86793,19.84253,17.04271,60.05098,2,2875
LocationM,2016-11-15,2016,17,285.4705,388799,15.83791,77.9529,17.6534,14.10546,50.87206,3,2876
LocationM,2016-11-16,2016,8,80.56551,388799,15.18461,76.00969,17.73176,12.13162,35.42599,4,2877
LocationM,2016-11-17,2016,3,59.46259,388799,17.54897,87.817,19.0593,15.49685,42.71446,5,2878
LocationM,2016-11-18,2016,8,79.70084,388799,20.1394,88.6311,25.97666,16.47334,35.60392,6,2879
LocationM,2016-11-19,2016,5,66.6824,388799,20.37993,93.29215,24.07391,17.07472,84.2882,7,2880
LocationM,2016-11-20,2016,11,207.2627,388799,18.7901,82.70556,20.13418,18.06296,56.24986,1,2881
LocationM,2016-11-21,2016,9,149.56,388799,19.20464,87.75578,20.90911,17.74988,33.64456,2,2882
LocationM,2016-11-22,2016,9,85.97524,388799,14.34033,92.22639,18.30789,9.481609,28.41431,3,2883
LocationM,2016-11-23,2016,1,15.45881,388799,8.379207,90.94707,9.668738,5.660275,14.33696,4,2884
LocationM,2016-11-24,2016,8,109.7499,388799,7.236441,76.39976,7.924683,3.665576,45.00273,5,2885
LocationM,2016-11-25,2016,7,63.49804,388799,10.76788,77.53231,9.706033,6.092978,42.49179,6,2886
LocationM,2016-11-26,2016,8,132.1686,388799,10.45213,92.18585,10.81915,7.2747,39.51279,7,2887
LocationM,2016-11-27,2016,7,101.9428,388799,9.708185,69.8978,12.45761,6.538209,80.27157,1,2888
LocationM,2016-11-28,2016,7,103.787,388799,11.02224,66.2734,13.63586,5.624992,93.37148,2,2889
LocationM,2016-11-29,2016,7,94.77392,388799,11.96379,73.79688,12.14617,7.078871,29.65969,3,2890
LocationM,2016-11-30,2016,3,18.94644,388799,12.91047,78.35276,15.28169,10.15154,81.37524,4,2891
LocationM,2016-12-1,2016,6,77.12661,388799,11.43515,74.98105,14.54548,9.27195,111.0474,5,2892
LocationM,2016-12-2,2016,7,46.69578,388799,11.75439,67.15781,14.63385,7.86824,33.36674,6,2893
LocationM,2016-12-3,2016,5,57.49037,388799,13.02185,70.88974,16.27788,7.283964,32.21758,7,2894
LocationM,2016-12-4,2016,6,82.59255,388799,13.44386,82.00732,17.32103,10.7741,77.1094,1,2895
LocationM,2016-12-5,2016,6,65.01696,388799,13.04237,82.56625,18.69993,9.739303,123.8752,2,2896
LocationM,2016-12-6,2016,6,45.40396,388799,10.1856,70.40201,14.71645,7.905675,64.90452,3,2897
LocationM,2016-12-7,2016,5,86.09017,388799,9.48381,73.93459,15.30448,4.868672,109.4439,4,2898
LocationM,2016-12-8,2016,10,205.863,388799,10.94284,74.16391,16.90235,6.001344,122.5703,5,2899
LocationM,2016-12-9,2016,9,167.1672,388799,11.94608,76.84078,15.3793,7.230143,110.9785,6,2900
LocationM,2016-12-10,2016,6,79.58091,388799,11.1038,71.42887,13.67956,8.01589,37.29017,7,2901
LocationM,2016-12-11,2016,9,53.03204,388799,11.8181,69.68933,14.43717,8.622523,32.11339,1,2902
LocationM,2016-12-12,2016,7,133.7435,388799,13.58089,93.73083,16.31007,11.44323,56.81209,2,2903
LocationM,2016-12-13,2016,10,122.295,388799,13.43631,95.39916,14.5444,11.34735,37.00319,3,2904
LocationM,2016-12-14,2016,8,126.8756,388799,8.335545,74.28448,11.65361,5.285523,31.4234,4,2905
LocationM,2016-12-15,2016,7,140.404,388799,5.11527,59.08139,7.284088,2.055196,67.73114,5,2906
LocationM,2016-12-16,2016,9,106.7708,388799,5.244421,61.05877,8.578851,2.004099,118.5594,6,2907
LocationM,2016-12-17,2016,5,96.24029,388799,7.744275,73.77689,13.96482,0.7778044,99.67046,7,2908
LocationM,2016-12-18,2016,7,74.96119,388799,13.78923,89.27814,17.60617,7.534427,56.88903,1,2909
LocationM,2016-12-19,2016,14,201.437,388799,15.83667,92.4156,18.95603,11.67259,84.5657,2,2910
LocationM,2016-12-20,2016,9,112.6668,388799,15.22328,90.55655,14.28902,12.70193,24.83604,3,2911
LocationM,2016-12-21,2016,11,138.1402,388799,16.79516,67.73448,19.15191,13.28127,31.10363,4,2912
LocationM,2016-12-22,2016,11,172.0135,388799,9.651755,78.44293,14.59963,8.478909,119.7336,5,2913
LocationM,2016-12-23,2016,7,62.64647,388799,8.503893,64.76007,11.59075,5.976672,111.4061,6,2914
LocationM,2016-12-24,2016,10,143.6724,388799,9.006223,70.35402,11.56848,5.282154,23.56837,7,2915
LocationM,2016-12-25,2016,9,146.8282,388799,12.66244,86.8015,13.54361,9.295231,38.23605,1,2916
LocationM,2016-12-26,2016,9,140.5093,388799,12.25336,96.31375,14.05656,9.206433,28.17956,2,2917
LocationM,2016-12-27,2016,9,84.8955,388799,6.280129,71.74165,9.132391,3.94643,30.56838,3,2918
LocationM,2016-12-28,2016,4,23.96594,388799,5.248931,71.57852,7.118388,2.558521,27.72905,4,2919
LocationM,2016-12-29,2016,11,109.6734,388799,5.434551,66.59374,7.218207,2.584207,74.68672,5,2920
LocationM,2016-12-30,2016,11,147.6322,388799,8.02668,71.96734,10.56225,1.906741,53.54794,6,2921
LocationM,2016-12-31,2016,8,117.1742,388799,9.539554,84.95542,14.05607,3.90295,75.45667,7,2922
LocationM,2017-1-1,2017,10,107.597,391956,11.06632,87.45439,15.80638,6.028691,36.28424,1,2923
LocationM,2017-1-2,2017,15,128.8523,391956,12.71724,90.47386,15.76783,9.052521,63.37094,2,2924
LocationM,2017-1-3,2017,10,134.0771,391956,10.85156,89.23807,14.04624,8.38759,68.54749,3,2925
LocationM,2017-1-4,2017,4,42.62289,391956,13.15888,88.75903,15.60373,9.826815,49.48012,4,2926
LocationM,2017-1-5,2017,8,108.8799,391956,12.42013,95.39382,13.85915,11.17551,27.62931,5,2927
LocationM,2017-1-6,2017,10,140.7905,391956,13.1534,95.86407,12.6877,10.49368,24.12396,6,2928
LocationM,2017-1-7,2017,8,73.13563,391956,13.71884,98.40324,13.56179,10.75271,22.22227,7,2929
LocationM,2017-1-8,2017,7,43.10853,391956,8.638088,88.76974,11.63952,8.500441,84.24732,1,2930
LocationM,2017-1-9,2017,10,132.8412,391956,6.814218,70.19264,8.284242,5.941851,67.27078,2,2931
LocationM,2017-1-10,2017,8,87.04784,391956,6.493102,73.54122,9.000837,3.69595,91.95526,3,2932
LocationM,2017-1-11,2017,9,134.1952,391956,6.872587,81.10509,7.441052,5.203807,28.18401,4,2933
LocationM,2017-1-12,2017,8,64.32307,391956,5.193694,87.87094,5.800058,3.925201,46.01072,5,2934
LocationM,2017-1-13,2017,9,111.8185,391956,6.760846,73.36405,10.98735,3.91022,100.5955,6,2935
LocationM,2017-1-14,2017,6,55.45089,391956,6.239601,64.07005,8.551479,2.54792,51.72917,7,2936
LocationM,2017-1-15,2017,10,88.58881,391956,6.065408,64.70981,7.877212,3.49135,21.78123,1,2937
LocationM,2017-1-16,2017,11,155.1487,391956,6.055455,69.66947,9.333942,2.272986,24.90862,2,2938
LocationM,2017-1-17,2017,4,59.39936,391956,7.735871,77.75954,8.504198,3.290278,48.26432,3,2939
LocationM,2017-1-18,2017,11,120.2758,391956,8.879275,88.64169,9.077939,6.895848,29.81131,4,2940
LocationM,2017-1-19,2017,12,131.4421,391956,8.12876,86.18933,8.460601,6.849237,72.07777,5,2941
LocationM,2017-1-20,2017,6,120.1472,391956,4.13457,55.99033,7.592981,1.376033,83.57945,6,2942
LocationM,2017-1-21,2017,7,109.5543,391956,3.545719,66.04365,7.780669,-2.26897,39.69404,7,2943
LocationM,2017-1-22,2017,10,161.0018,391956,4.265198,55.31189,7.706427,0.1949807,73.76721,1,2944
LocationM,2017-1-23,2017,13,153.2399,391956,3.008879,62.4819,6.860286,-0.803708,34.00263,2,2945
LocationM,2017-1-24,2017,2,37.2284,391956,4.674052,71.16869,9.274532,-0.6666777,40.95673,3,2946
LocationM,2017-1-25,2017,15,194.1148,391956,7.022702,70.51747,10.54874,2.947623,67.29716,4,2947
LocationM,2017-1-26,2017,7,73.13312,391956,7.580127,75.35921,13.04118,2.177331,38.52417,5,2948
LocationM,2017-1-27,2017,10,96.12509,391956,8.271964,84.12856,11.66683,3.698603,73.17735,6,2949
LocationM,2017-1-28,2017,10,112.0876,391956,10.8982,86.05944,16.08101,5.84638,88.86373,7,2950
LocationM,2017-1-29,2017,6,68.2598,391956,15.46929,84.04633,24.08495,10.02213,71.25355,1,2951
LocationM,2017-1-30,2017,8,68.20968,391956,5.263386,72.62118,12.16415,3.064107,38.59447,2,2952
LocationM,2017-1-31,2017,8,118.6471,391956,4.807427,68.68694,7.110041,1.649972,24.02959,3,2953
LocationM,2017-2-1,2017,11,127.6613,391956,5.574906,75.09322,6.606796,4.279956,42.56903,4,2954
LocationM,2017-2-2,2017,13,139.7113,391956,5.703198,69.44427,7.648152,3.318295,37.56483,5,2955
LocationM,2017-2-3,2017,12,121.0482,391956,8.963694,77.4031,11.58334,4.514386,22.9754,6,2956
LocationM,2017-2-4,2017,5,75.06875,391956,10.02574,93.92788,11.27176,7.803182,55.36098,7,2957
LocationM,2017-2-5,2017,6,75.2637,391956,7.049168,88.64072,9.227939,5.732482,96.43641,1,2958
LocationM,2017-2-6,2017,6,85.06354,391956,6.645168,71.73636,9.967138,1.965152,112.6651,2,2959
LocationM,2017-2-7,2017,8,127.2376,391956,7.516061,67.81869,10.31882,4.282793,22.38371,3,2960
LocationM,2017-2-8,2017,7,112.775,391956,6.128865,86.3632,7.535336,3.692601,22.2792,4,2961
LocationM,2017-2-9,2017,11,107.3765,391956,3.391711,64.32184,5.537077,1.066424,81.75257,5,2962
LocationM,2017-2-10,2017,14,161.4871,391956,3.738579,40.88173,6.661967,0.8814325,62.03705,6,2963
LocationM,2017-2-11,2017,11,153.3877,391956,3.463879,44.97992,7.617884,0.02144077,57.66884,7,2964
LocationM,2017-2-12,2017,5,74.18338,391956,4.736196,53.16939,11.52296,-1.048893,61.52988,1,2965
LocationM,2017-2-13,2017,8,108.1915,391956,6.590931,63.02874,14.47813,1.132355,56.28364,2,2966
LocationM,2017-2-14,2017,6,88.77027,391956,7.825873,62.58279,14.68043,2.56305,57.59234,3,2967
